query_target	query_conf	hit_uniprot	is_self	idf	node_count	min_rmsd	plddt	n_matched	best_pocket_rank	best_pocket_prob	overlap_count	overlap_frac	status	confidence
3TVX	apo	Q99788	0	2.3460	6	0.5320	79.00	17	1	0.943	2	0.12	pocket_supported	medium
3TVX	apo	Q9BXW9	0	2.3310	7	2.3579	76.73	42	15	0.018	2	0.05	pocket_supported	medium
3TVX	apo	Q9HC24	0	2.3194	4	0.5350	92.48	17	1	0.838	4	0.24	pocket_supported	medium
3TVX	apo	Q9H0K6	0	2.3098	7	0.7419	76.64	12	2	0.689	3	0.25	pocket_supported	medium
3TVX	apo	P48065	0	2.2896	6	1.4778	87.46	37	1	0.976	3	0.08	pocket_supported	medium
3TVX	apo	P63104	0	2.2879	5	0.0611	93.78	8	3	0.020	2	0.25	pocket_supported	medium
3TVX	apo	Q99576	0	2.2848	4	0.0400	71.61	6			0	0.00	non_pocket	
3TVX	apo	P62736	0	2.2802	5	0.5152	95.48	6			0	0.00	non_pocket	
3TVX	apo	O95178	0	2.2780	5	0.7385	71.73	10			0	0.00	non_pocket	
3TVX	apo	Q9H1K6	0	2.2751	4	0.0326	87.35	14	2	0.031	1	0.07	pocket_supported	medium
3TVX	apo	Q9NQ84	0	2.2748	5	1.3322	70.80	14	4	0.004	1	0.07	pocket_supported	medium
3TVX	apo	P35225	0	2.2723	2	0.4745	85.82	2			0	0.00	non_pocket	
3TVX	apo	P42785	0	2.2672	6	1.0126	90.61	12	1	0.935	1	0.08	pocket_supported	medium
3TVX	apo	Q9NYB5	0	2.2621	5	1.6862	78.48	14	1	0.983	3	0.21	pocket_supported	medium
3TVX	apo	O00574	0	2.2598	4	1.2713	82.14	5	1	0.937	3	0.60	pocket_supported	medium
3TVX	apo	P40763	0	2.2580	7	1.7972	84.84	19	8	0.013	1	0.05	pocket_supported	medium
3TVX	apo	Q5VZV1	0	2.2543	3	0.6649	85.22	4	1	0.816	1	0.25	pocket_supported	low
3TVX	apo	Q9UPM6	0	2.2531	5	1.2733	67.12	7	2	0.007	2	0.29	pocket_supported	medium
3TVX	apo	Q9BV35	0	2.2413	6	0.9605	78.38	14	1	0.969	2	0.14	pocket_supported	medium
3TVX	apo	Q9HB03	0	2.2392	5	1.1103	90.52	10	2	0.888	1	0.10	pocket_supported	medium
3RX3	holo	P15121	1	28.7211	10	0.8136	98.33	16	1	0.974	10	0.62	is_self	
3RX3	holo	O60218	0	17.7642	8	0.4039	97.82	8	1	0.966	8	1.00	pocket_supported	high
3RX3	holo	Q96RI8	0	3.6687	7	0.6649	90.71	20	2	0.658	3	0.15	pocket_supported	medium
3RX3	holo	Q92482	0	3.6541	5	1.1238	93.72	8	1	0.634	1	0.12	pocket_supported	medium
3RX3	holo	Q7LFX5	0	3.5445	8	0.8411	79.62	13	1	0.699	1	0.08	pocket_supported	medium
3RX3	holo	P52895	0	3.5158	4	1.8798	97.00	7	1	0.966	4	0.57	pocket_supported	high
3RX3	holo	Q9H840	0	3.4257	4	0.8873	80.57	7			0	0.00	non_pocket	
3RX3	holo	Q92564	0	3.3292	5	1.1726	80.74	13	1	0.410	1	0.08	pocket_supported	medium
3RX3	holo	Q86SG6	0	3.2512	6	0.5366	84.85	19	1	0.864	3	0.16	pocket_supported	medium
3RX3	holo	Q9UBB6	0	3.2330	6	1.4742	87.71	17	1	0.441	2	0.12	pocket_supported	medium
3RX3	holo	P05156	0	3.2124	6	1.0534	84.80	11	5	0.075	1	0.09	pocket_supported	medium
3RX3	holo	O43448	0	3.1817	6	2.0149	84.50	6	1	0.942	4	0.67	pocket_supported	medium
3RX3	holo	Q9Y3D0	0	3.0585	3	0.0000	84.51	0			0	0.00	non_pocket	
3RX3	holo	O00574	0	3.0516	5	0.4112	82.14	6	1	0.937	1	0.17	pocket_supported	medium
3RX3	holo	Q6ZR37	0	2.9900	8	1.8329	62.77	12	4	0.053	1	0.08	pocket_supported	medium
3RX3	holo	Q9HCM2	0	2.9464	7	0.8876	83.09	22	6	0.159	1	0.05	pocket_supported	medium
3RX3	holo	O15335	0	2.9099	6	1.7716	92.83	10	2	0.066	1	0.10	pocket_supported	medium
3RX3	holo	Q9BYI3	0	2.8682	6	1.3806	67.74	12	3	0.041	2	0.17	pocket_supported	medium
3RX3	holo	Q5T2L2	0	2.8535	5	0.3679	96.07	5	1	0.962	4	0.80	pocket_supported	medium
3RX3	holo	Q96ME1	0	2.8401	6	1.5280	86.91	13	4	0.214	1	0.08	pocket_supported	medium
3RX3	holo	Q14146	0	2.8274	8	0.9432	82.27	37	7	0.042	1	0.03	pocket_supported	medium
3RX3	holo	Q8NGB6	0	2.8189	5	0.5758	86.13	14	4	0.020	3	0.21	pocket_supported	medium
3RX3	holo	Q9BWS9	0	2.7764	7	1.0633	91.48	10	1	0.526	1	0.10	pocket_supported	medium
3RX3	holo	Q8NH02	0	2.7582	6	1.2064	89.76	9	1	0.777	3	0.33	pocket_supported	medium
3RX3	holo	Q9P2S5	0	2.7548	5	2.2050	89.38	5			0	0.00	non_pocket	
3RX3	holo	P78527	0	2.7482	9	1.1033	78.30	22	2	0.678	3	0.14	pocket_supported	medium
3RX3	holo	A6NIE9	0	2.7350	5	1.1281	81.89	7			0	0.00	non_pocket	
3RX3	holo	Q15067	0	2.7227	6	0.7196	94.01	11	3	0.612	3	0.27	pocket_supported	medium
3RX3	holo	Q99748	0	2.7053	5	0.7043	79.33	9			0	0.00	non_pocket	
3RX3	holo	O43520	0	2.6954	8	1.2700	80.36	12	22	0.017	2	0.17	pocket_supported	medium
3RX3	holo	Q9UHQ9	0	2.6920	5	1.0281	94.54	8	2	0.273	1	0.12	pocket_supported	medium
3RX3	holo	P24863	0	2.6890	4	1.2432	91.40	9			0	0.00	non_pocket	
3RX3	holo	Q86V87	0	2.6890	6	0.9307	79.50	15	10	0.011	3	0.20	pocket_supported	medium
3RX3	holo	P59536	0	2.6816	5	1.5958	85.19	8	4	0.190	4	0.50	pocket_supported	medium
3RX3	holo	Q8WU03	0	2.6681	4	1.9465	89.79	9	3	0.125	2	0.22	pocket_supported	medium
3RX3	holo	O95838	0	2.6665	6	1.5442	73.45	12	1	0.833	2	0.17	pocket_supported	medium
3RX3	holo	P21980	0	2.6665	5	0.8402	92.92	11			0	0.00	non_pocket	
3RX3	holo	Q8NFG4	0	2.6664	6	1.0847	78.16	12			0	0.00	non_pocket	
3RX3	holo	Q6N075	0	2.6652	5	0.8392	88.84	12	1	0.990	4	0.33	pocket_supported	medium
3RX3	holo	Q96SQ9	0	2.6014	5	1.1828	92.58	7	1	0.987	2	0.29	pocket_supported	medium
3RX3	holo	Q9UKG4	0	2.5975	4	1.4808	77.20	15	2	0.655	2	0.13	pocket_supported	medium
3RX3	holo	Q5W064	0	2.5971	6	1.2419	92.49	10	1	0.964	3	0.30	pocket_supported	medium
3RX3	holo	Q8IZF0	0	2.5949	8	1.0771	76.71	18	1	0.894	2	0.11	pocket_supported	medium
3RX3	holo	Q99518	0	2.5633	6	0.9361	95.21	10	1	0.995	5	0.50	pocket_supported	medium
3RX3	holo	Q03403	0	2.5505	3	0.5213	93.26	4	1	0.011	1	0.25	pocket_supported	low
3RX3	holo	Q7RTY1	0	2.5491	5	1.6320	77.30	8	1	0.987	1	0.12	pocket_supported	medium
3RX3	holo	Q6UWZ7	0	2.5481	5	0.8311	77.02	7			0	0.00	non_pocket	
3RX3	holo	P42785	0	2.5348	5	0.6458	90.61	9	7	0.013	1	0.11	pocket_supported	medium
3RX3	holo	Q8WV74	0	2.5327	5	1.1228	83.91	5	1	0.624	1	0.20	pocket_supported	medium
3RX3	holo	Q8N485	0	2.5276	5	1.3914	85.48	8	1	0.416	1	0.12	pocket_supported	medium
3RX3	holo	Q24JQ0	0	2.5216	5	0.2150	94.12	6	7	0.009	2	0.33	pocket_supported	medium
3RX3	holo	Q06141	0	2.5128	5	1.3818	89.27	5			0	0.00	non_pocket	
3RX3	holo	Q75T13	0	2.5113	6	0.9741	89.17	12	3	0.682	2	0.17	pocket_supported	medium
3RX3	apo	P15121	1	9.2190	9	0.9732	98.33	10	1	0.974	9	0.90	is_self	
3RX3	apo	Q9NRD9	0	3.5829	9	1.1760	85.64	25	1	0.982	3	0.12	pocket_supported	medium
3RX3	apo	Q5T2L2	0	3.5247	6	1.0987	96.07	9	1	0.962	4	0.44	pocket_supported	high
3RX3	apo	Q96RI8	0	3.2859	7	2.2330	90.71	16	2	0.658	3	0.19	pocket_supported	medium
3RX3	apo	Q15031	0	3.1888	8	1.2273	90.52	15	9	0.032	4	0.27	pocket_supported	medium
3RX3	apo	Q8N9W5	0	3.1843	5	0.9987	79.56	10	6	0.013	1	0.10	pocket_supported	medium
3RX3	apo	Q13585	0	2.9557	5	1.1064	66.23	11	1	0.959	2	0.18	pocket_supported	medium
3RX3	apo	O00142	0	2.9151	4	0.7212	84.70	7	1	0.926	2	0.29	pocket_supported	medium
3RX3	apo	Q00532	0	2.9061	5	1.3401	82.09	9	3	0.126	1	0.11	pocket_supported	medium
3RX3	apo	P42785	0	2.8191	5	0.9688	90.61	8			0	0.00	non_pocket	
3RX3	apo	P43155	0	2.8155	7	1.0002	94.62	10	1	0.961	2	0.20	pocket_supported	medium
3RX3	apo	Q6NUS6	0	2.7465	5	1.3738	71.19	11	4	0.018	1	0.09	pocket_supported	medium
3RX3	apo	Q8TDR2	0	2.7412	6	1.6386	66.20	9	6	0.026	1	0.11	pocket_supported	medium
3RX3	apo	Q13303	0	2.7383	3	0.1931	91.20	3	1	0.965	3	1.00	pocket_supported	medium
3RX3	apo	Q9NPF2	0	2.7197	5	1.2815	89.19	9	1	0.861	1	0.11	pocket_supported	medium
3RX3	apo	P59551	0	2.7009	7	0.6143	77.88	10	1	0.986	2	0.20	pocket_supported	medium
3RX3	apo	Q9HD89	0	2.6701	3	0.2919	89.54	6			0	0.00	non_pocket	
3RX3	apo	O94759	0	2.6697	9	0.7378	78.24	15	5	0.372	1	0.07	pocket_supported	medium
3RX3	apo	Q99719	0	2.6194	5	0.2831	77.53	4			0	0.00	non_pocket	
3RX3	apo	Q15019	0	2.6161	4	0.3132	81.83	2			0	0.00	non_pocket	
3RX3	apo	O43448	0	2.6099	3	2.0433	84.50	4	1	0.942	4	1.00	pocket_supported	medium
3RX3	apo	Q14722	0	2.5627	3	0.1707	86.67	3	1	0.955	3	1.00	pocket_supported	medium
3RX3	apo	O60883	0	2.5610	4	0.9063	67.75	11	2	0.748	4	0.36	pocket_supported	medium
3RX3	apo	O95859	0	2.5520	4	1.2493	80.19	9			0	0.00	non_pocket	
3RX3	apo	Q5T4D3	0	2.5461	7	0.2731	91.88	8	3	0.116	1	0.12	pocket_supported	medium
3RX3	apo	Q969N4	0	2.5144	6	1.2391	91.23	9	1	0.949	2	0.22	pocket_supported	medium
3RX3	apo	O15254	0	2.4827	6	0.9456	94.24	13	1	0.881	1	0.08	pocket_supported	medium
3RX3	apo	Q5T4S7	0	2.4815	8	0.8594	78.14	15	1	0.893	3	0.20	pocket_supported	medium
3RX3	apo	P43034	0	2.4669	3	1.0279	90.31	7	5	0.008	1	0.14	pocket_supported	low
3RX3	apo	O60880	0	2.4547	3	1.0447	83.75	5	1	0.003	1	0.20	pocket_supported	low
3RX3	apo	Q5VW36	0	2.4413	8	2.4174	82.79	22	1	0.613	1	0.05	pocket_supported	medium
3RX3	apo	Q5MAI5	0	2.4287	5	0.7926	79.25	9	3	0.078	1	0.11	pocket_supported	medium
3RX3	apo	Q969L2	0	2.4185	6	0.8364	84.96	7	1	0.046	2	0.29	pocket_supported	medium
3RX3	apo	P09001	0	2.4046	5	1.4050	86.92	7	1	0.056	1	0.14	pocket_supported	medium
3RX3	apo	P17081	0	2.3974	4	1.2376	89.15	3	1	0.460	1	0.33	pocket_supported	medium
3RX3	apo	Q96ME1	0	2.3973	5	0.7066	86.91	14	8	0.017	1	0.07	pocket_supported	medium
3RX3	apo	Q9BR11	0	2.3885	4	0.7845	75.76	7	2	0.450	1	0.14	pocket_supported	medium
3RX3	apo	Q9H9E1	0	2.3823	5	0.3472	67.46	6			0	0.00	non_pocket	
3RX3	apo	Q96P66	0	2.3751	6	1.2706	68.80	10	4	0.055	2	0.20	pocket_supported	medium
3RX3	apo	O15552	0	2.3565	6	1.3592	88.06	5	2	0.148	2	0.40	pocket_supported	medium
3RX3	apo	Q96M60	0	2.3522	6	0.4756	70.69	8	5	0.048	2	0.25	pocket_supported	medium
3RX3	apo	P0DP42	0	2.3362	2	1.1681	76.97	3			0	0.00	non_pocket	
3RX3	apo	A6NIE9	0	2.3305	4	0.6812	81.89	6			0	0.00	non_pocket	
3RX3	apo	Q8WVV9	0	2.3292	5	1.0132	75.69	7	1	0.109	1	0.14	pocket_supported	medium
3RX3	apo	A0A0U1RRL7	0	2.3269	2	0.2747	69.19	2			0	0.00	non_pocket	
3RX3	apo	P22680	0	2.3230	5	1.7280	94.85	11	1	0.987	2	0.18	pocket_supported	medium
3RX3	apo	Q14213	0	2.3205	4	0.2652	87.59	4	1	0.033	1	0.25	pocket_supported	medium
3RX3	apo	O00270	0	2.3065	5	0.7882	83.18	9	1	0.979	2	0.22	pocket_supported	medium
3RX3	apo	O76074	0	2.3061	7	1.4565	82.01	14			0	0.00	non_pocket	
3RX3	apo	Q6IF82	0	2.3046	4	1.7925	91.85	15	3	0.119	1	0.07	pocket_supported	medium
3RX3	apo	O43236	0	2.3014	5	1.4663	71.48	5			0	0.00	non_pocket	
3RX3	apo	P57678	0	2.2983	7	1.2486	84.33	10	8	0.036	1	0.10	pocket_supported	medium
3RX3	apo	Q86W25	0	2.2787	8	0.8828	81.14	11	22	0.012	1	0.09	pocket_supported	medium
3RX3	apo	Q8WWX8	0	2.2623	6	1.0070	81.86	8	3	0.478	1	0.12	pocket_supported	medium
3RX3	apo	P42568	0	2.2600	5	0.2566	61.81	8	1	0.258	1	0.12	pocket_supported	medium
3RX3	apo	Q8IWB7	0	2.2599	6	0.2860	92.07	8	2	0.222	1	0.12	pocket_supported	medium
3RX3	apo	Q9Y664	0	2.2515	4	0.7249	88.87	4			0	0.00	non_pocket	
3RX3	apo	Q99748	0	2.2471	5	0.1036	79.33	6			0	0.00	non_pocket	
3RX3	apo	Q9UNS2	0	2.2457	5	0.0689	84.21	8			0	0.00	non_pocket	
3RX3	apo	Q96RD0	0	2.2364	5	1.0681	89.54	10	1	0.915	2	0.20	pocket_supported	medium
3RX3	apo	O60741	0	2.2339	5	1.6426	68.91	9	1	0.563	1	0.11	pocket_supported	medium
3RX3	apo	O15305	0	2.2219	4	0.6551	96.49	2			0	0.00	non_pocket	
5V1M	holo	Q9BQ65	1	26.9941	10	0.2644	83.19	10	1	0.938	9	0.90	is_self	
5V1M	holo	O00115	0	3.6064	6	0.8789	91.02	16	3	0.051	2	0.12	pocket_supported	medium
5V1M	holo	Q5VWC8	0	3.3902	5	0.5130	85.48	6	1	0.868	2	0.33	pocket_supported	medium
5V1M	holo	Q86WD7	0	3.3883	7	1.0465	86.21	15	1	0.072	1	0.07	pocket_supported	medium
5V1M	holo	O14907	0	3.3428	4	1.6917	91.38	5	1	0.021	1	0.20	pocket_supported	medium
5V1M	holo	O14646	0	3.2440	9	1.3381	62.08	16	4	0.417	2	0.12	pocket_supported	medium
5V1M	holo	Q07837	0	3.1112	8	1.1027	87.11	20	4	0.081	2	0.10	pocket_supported	medium
5V1M	holo	P61009	0	3.0195	5	2.4602	91.73	8	1	0.004	1	0.12	pocket_supported	medium
5V1M	holo	P11473	0	2.9053	8	1.0379	83.55	12	1	0.985	2	0.17	pocket_supported	medium
5V1M	holo	Q8WU43	0	2.8474	4	0.7364	58.31	5			0	0.00	non_pocket	
5V1M	holo	Q86WJ1	0	2.7933	8	1.0027	73.20	13	1	0.888	1	0.08	pocket_supported	medium
5V1M	holo	Q9BR11	0	2.7832	7	0.6772	75.76	11	5	0.069	2	0.18	pocket_supported	medium
5V1M	holo	P09093	0	2.7690	3	1.3697	90.88	11	1	0.089	2	0.18	pocket_supported	medium
5V1M	holo	Q8WVJ9	0	2.7447	3	0.5605	72.96	4			0	0.00	non_pocket	
5V1M	holo	Q5T7P3	0	2.7249	4	0.7661	51.19	6			0	0.00	non_pocket	
5V1M	holo	Q96T53	0	2.6956	4	1.3052	88.71	8	1	0.993	1	0.12	pocket_supported	medium
5V1M	holo	Q5TGP6	0	2.6340	7	0.8248	77.16	13	1	0.451	1	0.08	pocket_supported	medium
5V1M	holo	P02766	0	2.6227	5	2.2660	88.06	7			0	0.00	non_pocket	
5V1M	holo	P51811	0	2.5581	5	2.2930	81.53	11	3	0.574	3	0.27	pocket_supported	medium
5V1M	holo	Q6P3S1	0	2.5520	8	1.0158	66.67	14	1	0.878	2	0.14	pocket_supported	medium
5V1M	apo	Q9BQ65	1	30.3455	10	0.3848	83.19	10	1	0.938	9	0.90	is_self	
5V1M	apo	O00115	0	4.6427	7	0.9844	91.02	17	2	0.059	2	0.12	pocket_supported	medium
5V1M	apo	P20718	0	3.0208	5	1.3123	92.53	6	1	0.308	3	0.50	pocket_supported	high
5V1M	apo	Q8IYT2	0	2.9638	8	2.2240	85.88	16	10	0.060	3	0.19	pocket_supported	medium
5V1M	apo	Q9H8X2	0	2.9385	6	0.9231	88.18	15	1	0.971	1	0.07	pocket_supported	medium
5V1M	apo	Q6ZRH7	0	2.9248	9	2.1602	83.86	19	4	0.405	3	0.16	pocket_supported	medium
5V1M	apo	Q8NGH8	0	2.8895	6	1.2454	86.53	11	1	0.909	1	0.09	pocket_supported	medium
5V1M	apo	Q86XA9	0	2.8825	8	1.9325	81.13	28	5	0.481	2	0.07	pocket_supported	medium
5V1M	apo	Q9H6A0	0	2.8276	6	1.2061	84.62	8	3	0.369	3	0.38	pocket_supported	medium
5V1M	apo	P05162	0	2.8233	4	0.8422	96.86	6			0	0.00	non_pocket	
5V1M	apo	A6NI72	0	2.7400	5	2.1771	79.02	9	3	0.038	1	0.11	pocket_supported	medium
5V1M	apo	Q5DID0	0	2.7395	7	1.8268	69.09	20	7	0.052	2	0.10	pocket_supported	medium
5V1M	apo	Q9NQX0	0	2.7354	6	1.2174	56.20	16	1	0.751	2	0.12	pocket_supported	medium
5V1M	apo	Q9Y672	0	2.6690	6	0.7387	93.13	12	4	0.437	1	0.08	pocket_supported	medium
5V1M	apo	Q8TC17	0	2.6161	3	2.4494	85.89	3			0	0.00	non_pocket	
5V1M	apo	A6NFQ7	0	2.5505	3	2.2938	65.81	4			0	0.00	non_pocket	
5V1M	apo	O75095	0	2.5373	9	1.1848	70.37	18			0	0.00	non_pocket	
5V1M	apo	Q96N95	0	2.5294	6	1.7265	57.15	10			0	0.00	non_pocket	
6Q6O	holo	Q8N2U9	0	4.7360	7	0.6085	85.51	21	3	0.061	2	0.10	pocket_supported	medium
6Q6O	holo	P51449	1	4.6294	8	1.7965	74.13	25	1	0.964	2	0.08	is_self	
6Q6O	holo	Q9NRM0	0	4.5382	7	1.0666	82.66	33	1	0.987	2	0.06	pocket_supported	medium
6Q6O	holo	Q9Y5U8	0	4.5154	4	0.2696	92.73	6			0	0.00	non_pocket	
6Q6O	holo	P23942	0	4.1535	8	1.4916	86.99	19	1	0.131	2	0.11	pocket_supported	medium
6Q6O	holo	O60706	0	4.0570	8	1.2270	81.70	82	1	0.975	7	0.09	pocket_supported	medium
6Q6O	holo	Q96HA9	0	4.0247	7	1.2228	91.75	19	1	0.982	3	0.16	pocket_supported	medium
6Q6O	holo	Q06495	0	3.8076	8	1.6793	72.06	32	2	0.327	3	0.09	pocket_supported	medium
6Q6O	holo	Q9UI47	0	3.7944	7	2.1999	81.64	48	2	0.678	3	0.06	pocket_supported	medium
6Q6O	holo	Q6UE05	0	3.7396	7	0.3692	66.08	28			0	0.00	non_pocket	
6Q6O	holo	Q5T4T1	0	3.7198	6	0.3133	88.80	8	1	0.314	1	0.12	pocket_supported	medium
6Q6O	holo	Q13021	0	3.7151	6	0.9606	89.92	16	3	0.017	1	0.06	pocket_supported	medium
6Q6O	holo	Q96EC8	0	3.6978	6	1.2675	73.94	17	1	0.074	2	0.12	pocket_supported	medium
6Q6O	holo	Q92538	0	3.6964	7	2.3117	70.33	59	10	0.068	2	0.03	pocket_supported	medium
6Q6O	holo	P30566	0	3.6958	8	0.9982	96.66	34	4	0.027	2	0.06	pocket_supported	medium
6Q6O	holo	Q5TAH2	0	3.6883	8	1.3993	77.88	50	16	0.030	3	0.06	pocket_supported	medium
6Q6O	holo	Q5TGU0	0	3.6692	6	1.4217	68.15	10	1	0.919	3	0.30	pocket_supported	high
6Q6O	holo	Q9H2L4	0	3.6115	4	0.3584	77.34	7			0	0.00	non_pocket	
6Q6O	holo	P57738	0	3.6100	7	0.1536	65.82	12			0	0.00	non_pocket	
6Q6O	holo	Q9HBF5	0	3.5920	5	1.1042	59.73	12			0	0.00	non_pocket	
6Q6O	holo	Q9P0S9	0	3.5670	6	0.2043	62.72	8			0	0.00	non_pocket	
6Q6O	holo	Q8TBB6	0	3.5504	7	1.2715	72.69	38	2	0.544	1	0.03	pocket_supported	medium
6Q6O	holo	P35222	0	3.5184	7	1.0531	81.04	41	3	0.109	2	0.05	pocket_supported	medium
6Q6O	holo	Q9BXT2	0	3.5140	7	1.3821	77.67	19	1	0.002	2	0.11	pocket_supported	medium
6Q6O	holo	O00410	0	3.4749	7	2.3206	92.09	66	4	0.158	2	0.03	pocket_supported	medium
6Q6O	holo	Q9UKU6	0	3.4371	8	0.6048	84.61	33	4	0.481	2	0.06	pocket_supported	medium
6Q6O	holo	Q9H269	0	3.4102	8	1.3955	91.32	34	1	0.840	3	0.09	pocket_supported	medium
6Q6O	holo	A5D6W6	0	3.3878	6	0.6435	85.68	16	3	0.054	2	0.12	pocket_supported	medium
6Q6O	holo	P03886	0	3.3823	6	0.8848	91.77	22	2	0.545	2	0.09	pocket_supported	medium
6Q6O	holo	O43761	0	3.3811	7	0.1107	80.36	9			0	0.00	non_pocket	
6Q6O	holo	Q9NZL4	0	3.3687	6	1.6933	83.08	27	3	0.020	1	0.04	pocket_supported	medium
6Q6O	apo	P51449	1	45.9787	16	0.6062	74.13	95	2	0.095	7	0.07	is_self	
6GH9	holo	Q9Y4E8	1	5.9184	6	0.3771	75.38	6	15	0.019	3	0.50	is_self	
6GH9	holo	P40818	0	4.4993	6	0.6323	71.25	8			0	0.00	non_pocket	
6GH9	holo	Q13107	0	4.4556	6	0.2440	75.93	10	7	0.030	2	0.20	pocket_supported	medium
6GH9	holo	O94966	0	4.0850	6	0.4406	67.97	6	1	0.373	3	0.50	pocket_supported	high
6GH9	holo	Q70EL4	0	3.7797	5	0.4227	60.35	5	14	0.005	1	0.20	pocket_supported	medium
6GH9	holo	Q70CQ4	0	3.0354	6	0.5303	57.02	8	5	0.120	2	0.25	pocket_supported	medium
6GH9	holo	Q96IX5	0	2.8210	2	0.0000	76.86	0			0	0.00	non_pocket	
6GH9	holo	Q7Z4W3	0	2.6093	2	1.8012	51.02	3			0	0.00	non_pocket	
6GH9	holo	P51784	0	2.4107	5	0.3310	78.27	5	11	0.031	2	0.40	pocket_supported	medium
6GH9	holo	Q5W0Q7	0	2.2761	4	1.3665	53.33	6	3	0.159	1	0.17	pocket_supported	medium
6GH9	holo	D6RA61	0	2.2600	3	0.4460	68.54	4			0	0.00	non_pocket	
6GH9	holo	D6R9N7	0	2.2600	3	0.4701	68.58	4			0	0.00	non_pocket	
6GH9	holo	D6RJB6	0	2.2600	3	0.4742	68.11	4			0	0.00	non_pocket	
6GH9	holo	Q7RTZ2	0	2.2600	3	0.4834	67.51	4			0	0.00	non_pocket	
6GH9	holo	C9JVI0	0	2.2600	3	0.4903	68.53	4			0	0.00	non_pocket	
6GH9	holo	D6RCP7	0	2.2600	3	0.4987	68.19	4	11	0.000	2	0.50	pocket_supported	medium
6GH9	holo	A6NCW0	0	2.2600	3	0.5099	67.76	4			0	0.00	non_pocket	
6GH9	holo	C9JLJ4	0	2.2600	3	0.5106	68.32	4			0	0.00	non_pocket	
6GH9	holo	Q0WX57	0	2.2600	3	0.5147	67.71	4			0	0.00	non_pocket	
6GH9	holo	C9JPN9	0	2.2600	3	0.5293	67.89	4			0	0.00	non_pocket	
6GH9	holo	D6RBQ6	0	2.2600	3	0.5325	68.03	4	6	0.004	2	0.50	pocket_supported	medium
6GH9	holo	D6R901	0	2.2600	3	0.5442	67.81	4			0	0.00	non_pocket	
6GH9	holo	C9JJH3	0	2.2600	3	0.5498	67.09	4			0	0.00	non_pocket	
6GH9	holo	Q9UPT9	0	2.2402	4	0.3583	83.12	4	10	0.003	2	0.50	pocket_supported	medium
6GH9	holo	Q3LI54	0	2.2344	2	0.1743	51.44	2			0	0.00	non_pocket	
6GH9	holo	A6NNY8	0	2.2290	4	0.2996	78.17	4			0	0.00	non_pocket	
6GH9	holo	C9J2P7	0	2.2125	3	0.5080	66.59	4			0	0.00	non_pocket	
6GH9	holo	Q70EL3	0	2.1340	3	0.3529	80.88	4			0	0.00	non_pocket	
6GH9	holo	Q9BZ11	0	2.1313	5	0.5980	75.33	9	3	0.571	1	0.11	pocket_supported	medium
6GH9	holo	Q9Y5J3	0	2.0971	3	1.9106	66.36	4			0	0.00	non_pocket	
6GH9	holo	Q5T6F0	0	2.0909	5	2.3661	84.45	7	1	0.859	2	0.29	pocket_supported	medium
6GH9	holo	Q17R55	0	2.0871	3	1.3079	86.39	8			0	0.00	non_pocket	
6GH9	holo	Q9NRX4	0	2.0512	3	0.1546	90.88	4			0	0.00	non_pocket	
6GH9	holo	O75462	0	2.0050	4	2.2747	80.26	8			0	0.00	non_pocket	
6GH9	holo	Q96F10	0	1.9974	3	1.4810	94.15	5	3	0.005	2	0.40	pocket_supported	medium
6GH9	holo	Q70EK9	0	1.9883	4	0.2293	68.43	4	2	0.141	1	0.25	pocket_supported	medium
6GH9	holo	P00352	0	1.9757	4	1.1078	97.93	7	1	0.943	3	0.43	pocket_supported	medium
6GH9	holo	Q6IE38	0	1.9663	2	0.0000	81.69	0			0	0.00	non_pocket	
6GH9	holo	P35125	0	1.8991	4	1.8014	65.67	5	1	0.806	3	0.60	pocket_supported	medium
6GH9	holo	Q14694	0	1.8833	5	0.8910	61.01	6	2	0.347	3	0.50	pocket_supported	medium
6GH9	holo	Q96H78	0	1.8555	2	0.3183	81.01	2	2	0.101	1	0.50	pocket_supported	low
6GH9	holo	Q9ULB1	0	1.8344	5	1.8765	82.04	14	14	0.021	2	0.14	pocket_supported	medium
6GH9	holo	Q8NFA0	0	1.7800	4	1.8020	72.51	5			0	0.00	non_pocket	
6GH9	holo	Q32M88	0	1.7775	4	0.7161	91.28	8			0	0.00	non_pocket	
6GH9	holo	Q96PQ7	0	1.7766	3	0.3135	77.66	6	1	0.902	2	0.33	pocket_supported	medium
6GH9	holo	P09543	0	1.7739	3	0.3737	87.27	4	2	0.485	1	0.25	pocket_supported	low
6GH9	holo	A0A075B7B8	0	1.7508	2	0.5846	82.16	2			0	0.00	non_pocket	
6GH9	holo	P41271	0	1.7372	3	0.2928	75.78	4			0	0.00	non_pocket	
6GH9	holo	Q9Y535	0	1.7371	3	1.1039	87.78	5	1	0.010	1	0.20	pocket_supported	low
6GH9	holo	Q8N0U8	0	1.7366	2	0.5724	91.14	2	1	0.914	1	0.50	pocket_supported	low
6GH9	holo	Q13242	0	1.7247	3	0.5928	69.42	5			0	0.00	non_pocket	
6GH9	holo	Q8TCT9	0	1.7232	4	1.0004	82.42	2			0	0.00	non_pocket	
6GH9	holo	Q9Y2K6	0	1.7209	3	0.2746	72.33	4			0	0.00	non_pocket	
6GH9	holo	Q9BXU7	0	1.7127	3	0.5777	59.96	4			0	0.00	non_pocket	
6GH9	holo	Q9BS40	0	1.7104	4	0.1433	95.70	4			0	0.00	non_pocket	
