query_target	query_conf	hit_uniprot	is_self	idf	node_count	min_rmsd	plddt	n_matched	best_pocket_rank	best_pocket_prob	overlap_count	overlap_frac	status	confidence
3RX3	apo	P59551	0	2.7009	7	0.6143	77.88	10	1	0.986	2	0.20	pocket_supported	medium
3RX3	apo	O94759	0	2.6697	9	0.7378	78.24	15	5	0.372	1	0.07	pocket_supported	medium
3RX3	apo	O43448	0	2.6099	3	2.0433	84.50	4	1	0.942	4	1.00	pocket_supported	medium
3RX3	apo	Q14722	0	2.5627	3	0.1707	86.67	3	1	0.955	3	1.00	pocket_supported	medium
3RX3	apo	O60883	0	2.5610	4	0.9063	67.75	11	2	0.748	4	0.36	pocket_supported	medium
3RX3	apo	Q5T4D3	0	2.5461	7	0.2731	91.88	8	3	0.116	1	0.12	pocket_supported	medium
3RX3	apo	Q969N4	0	2.5144	6	1.2391	91.23	9	1	0.949	2	0.22	pocket_supported	medium
3RX3	apo	O15254	0	2.4827	6	0.9456	94.24	13	1	0.881	1	0.08	pocket_supported	medium
3RX3	apo	Q5T4S7	0	2.4815	8	0.8594	78.14	15	1	0.893	3	0.20	pocket_supported	medium
3RX3	apo	P43034	0	2.4669	3	1.0279	90.31	7	5	0.008	1	0.14	pocket_supported	low
3RX3	apo	O60880	0	2.4547	3	1.0447	83.75	5	1	0.003	1	0.20	pocket_supported	low
3RX3	apo	Q5VW36	0	2.4413	8	2.4174	82.79	22	1	0.613	1	0.05	pocket_supported	medium
3RX3	apo	Q5MAI5	0	2.4287	5	0.7926	79.25	9	3	0.078	1	0.11	pocket_supported	medium
3RX3	apo	Q969L2	0	2.4185	6	0.8364	84.96	7	1	0.046	2	0.29	pocket_supported	medium
3RX3	apo	P09001	0	2.4046	5	1.4050	86.92	7	1	0.056	1	0.14	pocket_supported	medium
3RX3	apo	P17081	0	2.3974	4	1.2376	89.15	3	1	0.460	1	0.33	pocket_supported	medium
3RX3	apo	Q96ME1	0	2.3973	5	0.7066	86.91	14	8	0.017	1	0.07	pocket_supported	medium
3RX3	apo	Q9BR11	0	2.3885	4	0.7845	75.76	7	2	0.450	1	0.14	pocket_supported	medium
3RX3	apo	Q96P66	0	2.3751	6	1.2706	68.80	10	4	0.055	2	0.20	pocket_supported	medium
3RX3	apo	O15552	0	2.3565	6	1.3592	88.06	5	2	0.148	2	0.40	pocket_supported	medium
3RX3	apo	Q96M60	0	2.3522	6	0.4756	70.69	8	5	0.048	2	0.25	pocket_supported	medium
3RX3	apo	Q8WVV9	0	2.3292	5	1.0132	75.69	7	1	0.109	1	0.14	pocket_supported	medium
3RX3	apo	P22680	0	2.3230	5	1.7280	94.85	11	1	0.987	2	0.18	pocket_supported	medium
3RX3	apo	Q14213	0	2.3205	4	0.2652	87.59	4	1	0.033	1	0.25	pocket_supported	medium
3RX3	apo	O00270	0	2.3065	5	0.7882	83.18	9	1	0.979	2	0.22	pocket_supported	medium
3RX3	apo	Q6IF82	0	2.3046	4	1.7925	91.85	15	3	0.119	1	0.07	pocket_supported	medium
3RX3	apo	P57678	0	2.2983	7	1.2486	84.33	10	8	0.036	1	0.10	pocket_supported	medium
3RX3	apo	Q86W25	0	2.2787	8	0.8828	81.14	11	22	0.012	1	0.09	pocket_supported	medium
3RX3	apo	Q8WWX8	0	2.2623	6	1.0070	81.86	8	3	0.478	1	0.12	pocket_supported	medium
3RX3	apo	P42568	0	2.2600	5	0.2566	61.81	8	1	0.258	1	0.12	pocket_supported	medium
3RX3	apo	Q8IWB7	0	2.2599	6	0.2860	92.07	8	2	0.222	1	0.12	pocket_supported	medium
3RX3	apo	Q96RD0	0	2.2364	5	1.0681	89.54	10	1	0.915	2	0.20	pocket_supported	medium
3RX3	apo	O60741	0	2.2339	5	1.6426	68.91	9	1	0.563	1	0.11	pocket_supported	medium
5V1M	holo	O00115	0	3.6064	6	0.8789	91.02	16	3	0.051	2	0.12	pocket_supported	medium
5V1M	holo	Q5VWC8	0	3.3902	5	0.5130	85.48	6	1	0.868	2	0.33	pocket_supported	medium
5V1M	holo	Q86WD7	0	3.3883	7	1.0465	86.21	15	1	0.072	1	0.07	pocket_supported	medium
5V1M	holo	O14907	0	3.3428	4	1.6917	91.38	5	1	0.021	1	0.20	pocket_supported	medium
5V1M	holo	O14646	0	3.2440	9	1.3381	62.08	16	4	0.417	2	0.12	pocket_supported	medium
5V1M	holo	Q07837	0	3.1112	8	1.1027	87.11	20	4	0.081	2	0.10	pocket_supported	medium
5V1M	holo	P61009	0	3.0195	5	2.4602	91.73	8	1	0.004	1	0.12	pocket_supported	medium
5V1M	holo	P11473	0	2.9053	8	1.0379	83.55	12	1	0.985	2	0.17	pocket_supported	medium
5V1M	holo	Q86WJ1	0	2.7933	8	1.0027	73.20	13	1	0.888	1	0.08	pocket_supported	medium
5V1M	holo	Q9BR11	0	2.7832	7	0.6772	75.76	11	5	0.069	2	0.18	pocket_supported	medium
5V1M	holo	P09093	0	2.7690	3	1.3697	90.88	11	1	0.089	2	0.18	pocket_supported	medium
5V1M	holo	Q96T53	0	2.6956	4	1.3052	88.71	8	1	0.993	1	0.12	pocket_supported	medium
5V1M	holo	Q5TGP6	0	2.6340	7	0.8248	77.16	13	1	0.451	1	0.08	pocket_supported	medium
5V1M	holo	P51811	0	2.5581	5	2.2930	81.53	11	3	0.574	3	0.27	pocket_supported	medium
5V1M	holo	Q6P3S1	0	2.5520	8	1.0158	66.67	14	1	0.878	2	0.14	pocket_supported	medium
5V1M	apo	O00115	0	4.6427	7	0.9844	91.02	17	2	0.059	2	0.12	pocket_supported	medium
5V1M	apo	P20718	0	3.0208	5	1.3123	92.53	6	1	0.308	3	0.50	pocket_supported	high
5V1M	apo	Q8IYT2	0	2.9638	8	2.2240	85.88	16	10	0.060	3	0.19	pocket_supported	medium
5V1M	apo	Q9H8X2	0	2.9385	6	0.9231	88.18	15	1	0.971	1	0.07	pocket_supported	medium
5V1M	apo	Q6ZRH7	0	2.9248	9	2.1602	83.86	19	4	0.405	3	0.16	pocket_supported	medium
5V1M	apo	Q8NGH8	0	2.8895	6	1.2454	86.53	11	1	0.909	1	0.09	pocket_supported	medium
5V1M	apo	Q86XA9	0	2.8825	8	1.9325	81.13	28	5	0.481	2	0.07	pocket_supported	medium
5V1M	apo	Q9H6A0	0	2.8276	6	1.2061	84.62	8	3	0.369	3	0.38	pocket_supported	medium
5V1M	apo	A6NI72	0	2.7400	5	2.1771	79.02	9	3	0.038	1	0.11	pocket_supported	medium
5V1M	apo	Q5DID0	0	2.7395	7	1.8268	69.09	20	7	0.052	2	0.10	pocket_supported	medium
5V1M	apo	Q9NQX0	0	2.7354	6	1.2174	56.20	16	1	0.751	2	0.12	pocket_supported	medium
5V1M	apo	Q9Y672	0	2.6690	6	0.7387	93.13	12	4	0.437	1	0.08	pocket_supported	medium
6Q6O	holo	Q8N2U9	0	4.7360	7	0.6085	85.51	21	3	0.061	2	0.10	pocket_supported	medium
6Q6O	holo	Q9NRM0	0	4.5382	7	1.0666	82.66	33	1	0.987	2	0.06	pocket_supported	medium
6Q6O	holo	P23942	0	4.1535	8	1.4916	86.99	19	1	0.131	2	0.11	pocket_supported	medium
6Q6O	holo	O60706	0	4.0570	8	1.2270	81.70	82	1	0.975	7	0.09	pocket_supported	medium
6Q6O	holo	Q96HA9	0	4.0247	7	1.2228	91.75	19	1	0.982	3	0.16	pocket_supported	medium
6Q6O	holo	Q06495	0	3.8076	8	1.6793	72.06	32	2	0.327	3	0.09	pocket_supported	medium
6Q6O	holo	Q9UI47	0	3.7944	7	2.1999	81.64	48	2	0.678	3	0.06	pocket_supported	medium
6Q6O	holo	Q5T4T1	0	3.7198	6	0.3133	88.80	8	1	0.314	1	0.12	pocket_supported	medium
6Q6O	holo	Q13021	0	3.7151	6	0.9606	89.92	16	3	0.017	1	0.06	pocket_supported	medium
6Q6O	holo	Q96EC8	0	3.6978	6	1.2675	73.94	17	1	0.074	2	0.12	pocket_supported	medium
6Q6O	holo	Q92538	0	3.6964	7	2.3117	70.33	59	10	0.068	2	0.03	pocket_supported	medium
6Q6O	holo	P30566	0	3.6958	8	0.9982	96.66	34	4	0.027	2	0.06	pocket_supported	medium
6Q6O	holo	Q5TAH2	0	3.6883	8	1.3993	77.88	50	16	0.030	3	0.06	pocket_supported	medium
6Q6O	holo	Q5TGU0	0	3.6692	6	1.4217	68.15	10	1	0.919	3	0.30	pocket_supported	high
6Q6O	holo	Q8TBB6	0	3.5504	7	1.2715	72.69	38	2	0.544	1	0.03	pocket_supported	medium
6Q6O	holo	P35222	0	3.5184	7	1.0531	81.04	41	3	0.109	2	0.05	pocket_supported	medium
6Q6O	holo	Q9BXT2	0	3.5140	7	1.3821	77.67	19	1	0.002	2	0.11	pocket_supported	medium
6Q6O	holo	O00410	0	3.4749	7	2.3206	92.09	66	4	0.158	2	0.03	pocket_supported	medium
6Q6O	holo	Q9UKU6	0	3.4371	8	0.6048	84.61	33	4	0.481	2	0.06	pocket_supported	medium
6Q6O	holo	Q9H269	0	3.4102	8	1.3955	91.32	34	1	0.840	3	0.09	pocket_supported	medium
6Q6O	holo	A5D6W6	0	3.3878	6	0.6435	85.68	16	3	0.054	2	0.12	pocket_supported	medium
6Q6O	holo	P03886	0	3.3823	6	0.8848	91.77	22	2	0.545	2	0.09	pocket_supported	medium
6Q6O	holo	Q9NZL4	0	3.3687	6	1.6933	83.08	27	3	0.020	1	0.04	pocket_supported	medium
6GH9	holo	Q13107	0	4.4556	6	0.2440	75.93	10	7	0.030	2	0.20	pocket_supported	medium
6GH9	holo	O94966	0	4.0850	6	0.4406	67.97	6	1	0.373	3	0.50	pocket_supported	high
6GH9	holo	Q70EL4	0	3.7797	5	0.4227	60.35	5	14	0.005	1	0.20	pocket_supported	medium
6GH9	holo	Q70CQ4	0	3.0354	6	0.5303	57.02	8	5	0.120	2	0.25	pocket_supported	medium
6GH9	holo	P51784	0	2.4107	5	0.3310	78.27	5	11	0.031	2	0.40	pocket_supported	medium
6GH9	holo	Q5W0Q7	0	2.2761	4	1.3665	53.33	6	3	0.159	1	0.17	pocket_supported	medium
6GH9	holo	D6RCP7	0	2.2600	3	0.4987	68.19	4	11	0.000	2	0.50	pocket_supported	medium
6GH9	holo	D6RBQ6	0	2.2600	3	0.5325	68.03	4	6	0.004	2	0.50	pocket_supported	medium
6GH9	holo	Q9UPT9	0	2.2402	4	0.3583	83.12	4	10	0.003	2	0.50	pocket_supported	medium
6GH9	holo	Q9BZ11	0	2.1313	5	0.5980	75.33	9	3	0.571	1	0.11	pocket_supported	medium
6GH9	holo	Q5T6F0	0	2.0909	5	2.3661	84.45	7	1	0.859	2	0.29	pocket_supported	medium
6GH9	holo	Q96F10	0	1.9974	3	1.4810	94.15	5	3	0.005	2	0.40	pocket_supported	medium
6GH9	holo	Q70EK9	0	1.9883	4	0.2293	68.43	4	2	0.141	1	0.25	pocket_supported	medium
6GH9	holo	P00352	0	1.9757	4	1.1078	97.93	7	1	0.943	3	0.43	pocket_supported	medium
6GH9	holo	P35125	0	1.8991	4	1.8014	65.67	5	1	0.806	3	0.60	pocket_supported	medium
6GH9	holo	Q14694	0	1.8833	5	0.8910	61.01	6	2	0.347	3	0.50	pocket_supported	medium
6GH9	holo	Q96H78	0	1.8555	2	0.3183	81.01	2	2	0.101	1	0.50	pocket_supported	low
6GH9	holo	Q9ULB1	0	1.8344	5	1.8765	82.04	14	14	0.021	2	0.14	pocket_supported	medium
6GH9	holo	Q96PQ7	0	1.7766	3	0.3135	77.66	6	1	0.902	2	0.33	pocket_supported	medium
6GH9	holo	P09543	0	1.7739	3	0.3737	87.27	4	2	0.485	1	0.25	pocket_supported	low
6GH9	holo	Q9Y535	0	1.7371	3	1.1039	87.78	5	1	0.010	1	0.20	pocket_supported	low
6GH9	holo	Q8N0U8	0	1.7366	2	0.5724	91.14	2	1	0.914	1	0.50	pocket_supported	low
6GH9	holo	Q9UK80	0	1.7052	3	0.3892	69.72	6	5	0.019	1	0.17	pocket_supported	low
6GH9	holo	Q8NBE8	0	1.6652	3	1.4179	90.26	6	1	0.956	1	0.17	pocket_supported	low
6GH9	holo	Q6ZRI0	0	1.6578	4	0.6323	77.85	8	1	0.897	3	0.38	pocket_supported	medium
6GH9	holo	P21589	0	1.6489	4	1.3467	91.90	9	1	0.969	2	0.22	pocket_supported	medium
6GH9	holo	Q9Y6X5	0	1.6075	3	0.6238	92.31	5	3	0.033	1	0.20	pocket_supported	low
6GH9	holo	O95834	0	1.6044	5	1.5778	95.70	8	6	0.050	1	0.12	pocket_supported	medium
6GH9	holo	O60701	0	1.6015	3	1.2507	93.84	5	1	0.954	1	0.20	pocket_supported	low
6GH9	holo	Q9UGV2	0	1.5867	3	0.8271	81.06	4	6	0.009	1	0.25	pocket_supported	low
6GH9	holo	P50053	0	1.5698	4	0.0692	97.43	4	1	0.952	1	0.25	pocket_supported	medium
6GH9	holo	O60687	0	1.5626	4	0.0906	86.81	6	6	0.017	1	0.17	pocket_supported	medium
6GH9	holo	P47895	0	1.5592	3	1.1059	95.65	6	1	0.910	1	0.17	pocket_supported	low
6GH9	holo	O43424	0	1.5537	4	0.6110	75.87	6	9	0.035	1	0.17	pocket_supported	medium
6GH9	holo	P23945	0	1.5524	4	1.4082	81.74	8	4	0.136	1	0.12	pocket_supported	medium
6GH9	holo	O94788	0	1.5501	3	1.1192	95.89	5	1	0.912	1	0.20	pocket_supported	low
6GH9	holo	Q7Z3D6	0	1.5394	3	0.3950	86.60	3	1	0.765	2	0.67	pocket_supported	medium
6GH9	holo	O15230	0	1.5354	4	0.9181	80.85	11	3	0.428	2	0.18	pocket_supported	medium
6GH9	holo	P08842	0	1.5296	3	1.7379	94.43	7	1	0.946	1	0.14	pocket_supported	low
6GH9	holo	Q8WWQ2	0	1.5219	5	1.1204	82.40	7	1	0.871	1	0.14	pocket_supported	medium
6GH9	holo	Q9UNH6	0	1.5171	4	2.2116	85.81	5	1	0.282	1	0.20	pocket_supported	medium
6GH9	apo	Q13107	0	8.6411	7	0.3807	75.93	14	1	0.458	2	0.14	pocket_supported	medium
6GH9	apo	P40818	0	6.6729	7	0.3996	71.25	16	1	0.192	2	0.12	pocket_supported	medium
6GH9	apo	O94966	0	6.3103	7	0.3301	67.97	7	3	0.215	5	0.71	pocket_supported	high
6GH9	apo	D6RCP7	0	6.1363	5	0.3712	68.19	6	11	0.000	4	0.67	pocket_supported	high
6GH9	apo	D6RBQ6	0	6.1363	5	0.4024	68.03	6	6	0.004	4	0.67	pocket_supported	high
6GH9	apo	Q8TEY7	0	5.7982	5	0.2134	70.08	9	2	0.192	2	0.22	pocket_supported	medium
6GH9	apo	Q9UPT9	0	5.2099	6	0.3700	83.12	6	10	0.003	4	0.67	pocket_supported	high
6GH9	apo	Q70EL3	0	4.4983	5	0.3472	80.88	5	6	0.013	2	0.40	pocket_supported	medium
6GH9	apo	Q70CQ4	0	4.3848	7	0.3498	57.02	9	5	0.120	2	0.22	pocket_supported	medium
6GH9	apo	O94782	0	4.1781	5	0.3938	59.65	6	2	0.119	4	0.67	pocket_supported	high
6GH9	apo	Q70EL4	0	4.0878	7	0.4114	60.35	10	5	0.068	1	0.10	pocket_supported	medium
6GH9	apo	P51784	0	4.0103	6	0.4040	78.27	11	8	0.101	3	0.27	pocket_supported	medium
6GH9	apo	Q14694	0	3.7201	4	0.4411	61.01	6	2	0.347	5	0.83	pocket_supported	high
6GH9	apo	Q9Y2K6	0	3.5641	5	0.1962	72.33	9	1	0.572	1	0.11	pocket_supported	medium
6GH9	apo	Q70EK9	0	3.2533	5	0.2546	68.43	6	2	0.141	1	0.17	pocket_supported	medium
6GH9	apo	P10619	0	3.2304	5	1.0382	94.61	9	1	0.732	1	0.11	pocket_supported	medium
6GH9	apo	P45974	0	3.1485	7	1.6148	80.65	11	1	0.678	4	0.36	pocket_supported	high
6GH9	apo	Q70CQ3	0	3.1065	4	1.5828	76.76	8	1	0.339	1	0.12	pocket_supported	medium
6GH9	apo	P23945	0	2.6621	7	1.4049	81.74	9	9	0.026	1	0.11	pocket_supported	medium
6GH9	apo	Q9NR23	0	2.6354	4	0.2756	82.65	6	4	0.036	1	0.17	pocket_supported	medium
6GH9	apo	O15123	0	2.5979	5	1.4037	83.96	12	2	0.012	1	0.08	pocket_supported	medium
6GH9	apo	P35125	0	2.5639	4	0.3740	65.67	5	1	0.806	3	0.60	pocket_supported	medium
6GH9	apo	Q9UMW8	0	2.5570	4	1.6571	83.49	5	1	0.171	1	0.20	pocket_supported	medium
6GH9	apo	Q86T82	0	2.4651	5	1.5396	62.79	8	9	0.025	1	0.12	pocket_supported	medium
6GH9	apo	A6NML5	0	2.3786	3	0.2833	74.84	4	1	0.705	1	0.25	pocket_supported	low
6GH9	apo	Q96RQ3	0	2.3750	5	0.1017	87.65	6	3	0.178	1	0.17	pocket_supported	medium
6GH9	apo	P51553	0	2.3586	4	2.3197	88.66	9	3	0.070	2	0.22	pocket_supported	medium
6GH9	apo	P02743	0	2.3393	4	0.7170	94.58	5	1	0.018	1	0.20	pocket_supported	medium
6GH9	apo	Q9BUU2	0	2.3039	5	2.0746	77.20	5	1	0.747	1	0.20	pocket_supported	medium
6GH9	apo	Q93008	0	2.2979	5	0.2095	79.55	5	38	0.005	3	0.60	pocket_supported	medium
6GH9	apo	Q9ULB1	0	2.2609	5	2.2137	82.04	15	7	0.061	2	0.13	pocket_supported	medium
6GH9	apo	Q32M88	0	2.2466	5	0.6852	91.28	9	5	0.065	1	0.11	pocket_supported	medium
6GH9	apo	Q69YN2	0	2.2369	6	1.2572	83.40	10	1	0.738	2	0.20	pocket_supported	medium
6GH9	apo	P51689	0	2.2281	5	0.8039	92.42	8	1	0.830	1	0.12	pocket_supported	medium
6GH9	apo	Q9BZZ5	0	2.2244	5	1.8079	84.53	5	5	0.014	1	0.20	pocket_supported	medium
6GH9	apo	P15374	0	2.1788	3	0.2222	94.97	3	1	0.047	2	0.67	pocket_supported	medium
6GH9	apo	Q9H4B8	0	2.1626	4	2.4780	83.70	6	1	0.468	1	0.17	pocket_supported	medium
6GH9	apo	Q96LB8	0	2.1349	4	2.2074	81.92	7	2	0.166	2	0.29	pocket_supported	medium
6GH9	apo	A6NIE9	0	2.1258	3	0.2847	81.89	3	2	0.060	3	1.00	pocket_supported	medium
6GH9	apo	O75604	0	2.1240	4	1.5880	68.13	6	6	0.055	1	0.17	pocket_supported	medium
6GH9	apo	Q9HBJ7	0	2.0141	4	1.4315	58.72	6	2	0.403	5	0.83	pocket_supported	medium
6GH9	apo	Q53FA7	0	2.0077	4	0.8893	97.02	8	1	0.943	2	0.25	pocket_supported	medium
6GH9	apo	Q6ZNC8	0	1.9996	4	1.2281	89.64	7	1	0.997	2	0.29	pocket_supported	medium
6GH9	apo	P51690	0	1.9933	6	1.8617	92.47	10	1	0.706	2	0.20	pocket_supported	medium
8HJE	holo	Q9UHP3	0	17.4888	14	0.9680	77.20	41	2	0.463	11	0.27	pocket_supported	medium
8HJE	apo	Q9UHP3	0	25.9401	18	0.9772	77.20	146	2	0.463	13	0.09	pocket_supported	medium
2XP2	holo	P29376	0	34.9875	15	0.3162	73.64	78	4	0.226	8	0.10	pocket_supported	medium
2XP2	holo	Q13882	0	22.9524	13	1.3170	88.82	47	1	0.696	11	0.23	pocket_supported	medium
2XP2	holo	P08922	0	22.7183	14	0.4047	72.22	187	5	0.463	14	0.07	pocket_supported	medium
2XP2	holo	P42685	0	19.3406	12	1.3880	83.16	32	1	0.835	11	0.34	pocket_supported	high
2XP2	holo	P41240	0	16.7903	12	1.5906	91.28	36	1	0.762	8	0.22	pocket_supported	medium
2XP2	holo	Q9H3Y6	0	16.5166	13	0.5253	83.29	31	1	0.750	10	0.32	pocket_supported	high
2XP2	holo	P42680	0	15.5104	14	0.5515	85.01	35	1	0.792	8	0.23	pocket_supported	medium
2XP2	holo	P06213	0	14.1372	14	1.7031	77.63	84	1	0.774	10	0.12	pocket_supported	medium
2XP2	holo	Q9Y2U5	0	13.7537	13	1.6308	67.72	31	1	0.746	10	0.32	pocket_supported	high
2XP2	holo	Q9HBH9	0	12.8860	14	1.8821	70.95	30	1	0.548	8	0.27	pocket_supported	medium
2XP2	holo	P16591	0	12.8192	14	0.6061	87.93	49	1	0.584	11	0.22	pocket_supported	medium
2XP2	holo	Q06418	0	12.6826	14	2.2301	74.77	77	1	0.763	9	0.12	pocket_supported	medium
2XP2	holo	P07332	0	12.6541	13	0.6535	89.35	57	1	0.562	8	0.14	pocket_supported	medium
2XP2	holo	O14965	0	12.4980	11	1.5944	75.06	30	2	0.564	11	0.37	pocket_supported	high
2XP2	holo	Q14289	0	12.0400	14	0.5775	76.21	73	1	0.772	12	0.16	pocket_supported	medium
2XP2	holo	P42684	0	11.8197	13	1.6415	59.23	67	1	0.677	11	0.16	pocket_supported	medium
2XP2	holo	P00519	0	11.2370	14	1.5896	63.41	78	1	0.742	10	0.13	pocket_supported	medium
2XP2	holo	P34947	0	10.8514	13	0.8215	90.36	42	1	0.784	9	0.21	pocket_supported	medium
2XP2	holo	P43403	0	10.0530	14	1.5149	84.89	81	1	0.861	10	0.12	pocket_supported	medium
2XP2	apo	P29376	0	31.9119	15	1.7976	73.64	99	4	0.226	4	0.04	pocket_supported	medium
2XP2	apo	P42685	0	16.2412	13	1.4407	83.16	27	1	0.835	10	0.37	pocket_supported	high
2XP2	apo	P08631	0	15.1888	14	0.8336	83.14	39	1	0.778	10	0.26	pocket_supported	medium
2XP2	apo	Q13882	0	14.9313	12	1.4389	88.82	28	1	0.696	10	0.36	pocket_supported	high
2XP2	apo	P07947	0	10.8339	11	1.5391	81.90	26	1	0.890	11	0.42	pocket_supported	high
2XP2	apo	P21802	0	10.6399	10	0.7261	73.92	18	1	0.847	10	0.56	pocket_supported	high
2XP2	apo	P08069	0	9.8860	14	2.4167	78.01	52	1	0.704	8	0.15	pocket_supported	medium
2XP2	apo	Q13163	0	9.8062	12	1.7125	78.52	24	1	0.912	10	0.42	pocket_supported	high
2XP2	apo	P07332	0	9.7680	12	0.8047	89.35	45	1	0.562	9	0.20	pocket_supported	medium
2XP2	apo	P00519	0	9.3443	14	1.6672	63.41	72	1	0.742	12	0.17	pocket_supported	medium
2Y05	holo	P48506	0	2.7055	6	0.8962	93.15	8	2	0.342	1	0.12	pocket_supported	medium
2Y05	holo	Q14563	0	2.6990	6	1.0697	84.75	13	4	0.137	3	0.23	pocket_supported	medium
2Y05	holo	O95992	0	2.5004	4	0.3042	91.73	6	4	0.067	1	0.17	pocket_supported	medium
2Y05	holo	P53816	0	2.4783	4	0.6999	75.50	5	2	0.064	2	0.40	pocket_supported	medium
2Y05	holo	Q96AA3	0	2.2950	4	0.7560	90.36	10	7	0.087	2	0.20	pocket_supported	medium
2Y05	holo	P51681	0	2.0408	2	1.2419	85.37	9	1	0.924	2	0.22	pocket_supported	medium
2Y05	holo	Q8NGF1	0	2.0232	4	0.1180	85.33	6	1	0.963	4	0.67	pocket_supported	medium
2Y05	holo	Q969R5	0	2.0166	5	1.1712	74.22	8	1	0.947	1	0.12	pocket_supported	medium
2Y05	holo	O14718	0	1.9695	5	0.2287	85.78	6	1	0.969	3	0.50	pocket_supported	medium
2Y05	holo	Q8NGP9	0	1.9522	3	2.4829	90.96	6	5	0.082	2	0.33	pocket_supported	medium
2Y05	holo	Q02928	0	1.9429	4	1.2199	91.25	7	1	0.988	1	0.14	pocket_supported	medium
2Y05	holo	Q5TCH4	0	1.9429	4	1.2291	89.31	8	1	0.974	2	0.25	pocket_supported	medium
2Y05	holo	Q96PD6	0	1.9123	4	0.1644	94.08	4	1	0.968	1	0.25	pocket_supported	medium
2Y05	holo	Q02161	0	1.9107	5	2.0026	85.09	6	12	0.007	1	0.17	pocket_supported	medium
2Y05	holo	Q9H611	0	1.9085	4	1.0021	77.99	7	1	0.853	1	0.14	pocket_supported	medium
2Y05	holo	O95025	0	1.8780	5	2.1672	84.22	7	2	0.567	1	0.14	pocket_supported	medium
2Y05	holo	Q9NUN5	0	1.8521	4	2.4232	83.83	8	1	0.691	2	0.25	pocket_supported	medium
2Y05	holo	P28223	0	1.8020	4	1.4324	73.73	8	1	0.976	3	0.38	pocket_supported	medium
2Y05	holo	O75443	0	1.7974	7	0.8715	77.35	15	2	0.691	1	0.07	pocket_supported	medium
2Y05	holo	Q96JW4	0	1.7618	3	0.1902	72.80	4	1	0.672	1	0.25	pocket_supported	low
2Y05	holo	P56704	0	1.7365	3	1.6206	88.48	5	1	0.427	1	0.20	pocket_supported	low
2Y05	holo	Q9H6D3	0	1.7346	4	1.0722	82.13	12	4	0.641	4	0.33	pocket_supported	medium
2Y05	holo	P56703	0	1.7292	3	1.6405	88.42	5	1	0.228	1	0.20	pocket_supported	low
2Y05	holo	Q9H6F2	0	1.7041	3	1.3880	80.48	8	1	0.885	4	0.50	pocket_supported	medium
2Y05	apo	Q9Y5P0	0	2.9096	4	1.3399	88.26	6	1	0.918	1	0.17	pocket_supported	medium
2Y05	apo	Q8IY34	0	2.7280	6	1.6585	80.79	13	6	0.053	2	0.15	pocket_supported	medium
2Y05	apo	Q9H902	0	2.6256	4	1.0429	67.24	5	2	0.041	2	0.40	pocket_supported	medium
2Y05	apo	P16435	0	2.5933	7	2.4845	91.11	11	1	0.904	3	0.27	pocket_supported	medium
2Y05	apo	Q9BVA6	0	2.5201	3	0.8286	83.59	11	1	0.781	4	0.36	pocket_supported	medium
2Y05	apo	Q9Y3D9	0	2.3011	3	1.4146	77.42	6	1	0.014	1	0.17	pocket_supported	low
2Y05	apo	Q93009	0	2.2793	7	1.9309	86.27	12	3	0.255	1	0.08	pocket_supported	medium
2Y05	apo	P49683	0	2.1795	5	0.7979	80.59	9	8	0.009	1	0.11	pocket_supported	medium
2Y05	apo	Q15493	0	2.1725	3	2.2455	98.02	3	2	0.178	1	0.33	pocket_supported	low
2Y05	apo	P48506	0	2.1485	5	0.2781	93.15	8	2	0.342	2	0.25	pocket_supported	medium
2Y05	apo	P08709	0	2.0710	3	0.0780	82.17	6	3	0.199	1	0.17	pocket_supported	low
2Y05	apo	Q9ULC3	0	2.0161	4	1.3801	79.65	5	1	0.419	1	0.20	pocket_supported	medium
2Y05	apo	Q86VE9	0	2.0158	3	0.9074	77.63	6	2	0.506	1	0.17	pocket_supported	low
2Y05	apo	Q3V5L5	0	1.9648	6	1.3425	82.07	10	5	0.263	3	0.30	pocket_supported	medium
2Y05	apo	P34981	0	1.9314	4	1.3309	79.65	9	1	0.841	2	0.22	pocket_supported	medium
2Y05	apo	Q9BYT9	0	1.9286	5	1.3974	75.85	14	6	0.298	3	0.21	pocket_supported	medium
2Y05	apo	Q16678	0	1.9229	4	0.8531	92.21	4	1	0.975	1	0.25	pocket_supported	medium
2Y05	apo	Q9H6D3	0	1.9174	4	1.1571	82.13	10	4	0.641	4	0.40	pocket_supported	medium
2Y05	apo	Q96PD6	0	1.9123	4	0.2155	94.08	4	1	0.968	1	0.25	pocket_supported	medium
2Y05	apo	Q8NH49	0	1.9102	4	1.0136	88.05	5	1	0.818	1	0.20	pocket_supported	medium
2Y05	apo	Q6IE37	0	1.9090	4	1.1312	65.24	11	2	0.509	3	0.27	pocket_supported	medium
2Y05	apo	Q96AM1	0	1.8846	3	0.3707	79.97	2	4	0.088	1	0.50	pocket_supported	low
2Y05	apo	Q9Y2C3	0	1.8659	4	0.0825	92.77	4	1	0.842	2	0.50	pocket_supported	medium
2Y05	apo	O95985	0	1.8524	5	2.3453	90.19	11	1	0.239	1	0.09	pocket_supported	medium
1AVN	holo	P43166	0	2.9340	3	0.3120	97.25	3	1	0.846	3	1.00	pocket_supported	medium
1AVN	holo	Q8N1Q1	0	2.4854	3	0.3314	96.98	3	1	0.825	3	1.00	pocket_supported	medium
